score,gain_db,gbw_mhz,phase_margin,dc_gain_db,gbw_hz,param_M1_W,param_M1_L,param_M3_W,param_M3_L,param_M5_W,param_M5_L,param_M6_W,param_M6_L,param_M7_W,param_M7_L,param_M8_W,param_M8_L,param_Cc,param_Rc,param_VBIAS,n_total,n_feasible,elapsed_s
0.03454725000000003,75.3937,17.232542482554337,65.83970511410394,75.3937,17232542.482554335,3.143537005738136e-05,1.3020267659151337e-06,1.0162348497767675e-05,1.4392132218849782e-06,6.535798212830742e-06,1.8558423513186314e-06,7.57928723676965e-05,4.827691149638496e-07,3.521068990986077e-05,1.4680952616685399e-06,4.443708300737115e-06,5.356636852728965e-07,1.8446277969542527e-12,1374.1835515262997,0.7155943310507495,2000,989,86.0115652609993
